OBJECTID,ADDRESS,Longitude,ID,Latitude,HAM_CMA,Sum_count
541,"867 Upper Paradise Rd, Hamilton, ON L9C 5R3, Canada",-79.9176276,541,43.2193222,1,1
542,"87 Birch Hill Ln, Oakville, ON L6K 2P1, Canada",-79.6841724,542,43.4298666,0,1
543,"875 Highland Rd W, Kitchener, ON N2N 2Y2, Canada",-80.5262185,543,43.4293347,0,2
544,"875 Main St E, Milton, ON L9T 3Z3, Canada",-79.8683149,544,43.5274112,0,1
545,"8754 First Line Nassagaweya, Milton, ON L0P, Canada",-80.0051611,545,43.4618711,0,1
546,"88 Maplewood Ave, Hamilton, ON L8M 1W9, Canada",-79.8371314,546,43.2448007,1,5
547,"880 Upper Wentworth St, Hamilton, ON L9A 5H2, Canada",-79.8635459,547,43.2213221,1,2
548,"884 Concession St, Hamilton, ON L8V 1E6, Canada",-79.838841,548,43.237491,1,1
549,"89 Queensway W, Mississauga, ON L5B 2V2, Canada",-79.6104222,549,43.5725779,0,1
550,"890 Glasgow St, Kitchener, ON N2N 2Y6, Canada",-80.5431071,550,43.4425018,0,3
551,"9 James St, Milton, ON L9T 2P3, Canada",-79.8852505,551,43.5118272,0,1
552,"9 Pine St N, Thorold, ON L2V 4J6, Canada",-79.2045148,552,43.1258905,0,1
553,"90 Chedmac Dr, Hamilton, ON L9C 7W1, Canada",-79.9213626,553,43.2372918,1,2
554,"90 Dundas St E, Waterdown, ON L0R 2H2, Canada",-79.9086005,554,43.3156109,1,3
555,"90 Main St E, Milton, ON L9T 1N3, Canada",-79.8860241,555,43.5103628,0,3
556,"906 Brant St, Burlington, ON L7R 2J5, Canada",-79.8139375,556,43.336166,1,2
557,"908 Garth St, Hamilton, ON L9C 4L2, Canada",-79.9010108,557,43.2333683,1,1
558,"91 Queen St S, Kitchener, ON N2G 1V9, Canada",-80.4899611,558,43.4485908,0,1
559,"911 Queen St S, Kitchener, ON N2M 1A5, Canada",-80.4978192,559,43.4411039,0,3
560,"911 Queen's Blvd, Kitchener, ON N2M 1B2, Canada",-80.501644,560,43.4378146,0,23
561,"928 Barton St E, Hamilton, ON L8L 3C3, Canada",-79.824357,561,43.253203,1,1
562,"944 King St W, Kitchener, ON N2G 1G4, Canada",-80.5136075,562,43.4580454,0,2
563,"944 Queen's Blvd, Kitchener, ON N2M 1B4, Canada",-80.5022156,563,43.4384752,0,1
564,"95 Darling St, Brantford, ON N3T 2K7, Canada",-80.2627471,564,43.1402283,0,3
565,"95 Hamilton St N, Waterdown, ON L0R 2H6, Canada",-79.901365,565,43.3342308,1,4
566,"960 Cumberland Ave, Burlington, ON L7N 3J7, Canada",-79.7951766,566,43.3571618,1,2
567,"969 Upper Ottawa St, Hamilton, ON L8T 4V9, Canada",-79.8348556,567,43.2103228,1,5
568,"980 Queenston Rd, Stoney Creek, ON L8G 1B9, Canada",-79.7494947,568,43.2242993,1,2
569,"987 King St E, Hamilton, ON L8M 1C6, Canada",-79.8346202,569,43.2511797,1,1
570,"99 Wayne Gretzky Pkwy, Brantford, ON N3S 7P1, Canada",-80.2353027,570,43.1455257,0,10
571,"9960 Airport Rd, Brampton, ON L6S 0C5, Canada",-79.7218027,571,43.7614613,0,1
572,"A-Wing / B-Wing, 299 Doon Valley Dr, Kitchener, ON N2P 2N6, Canada",-80.403961,572,43.3895953,0,1
573,"Barrie, ON L4M 6M2, Canada",-79.6615104,573,44.4162343,0,1
574,"Fleming Building, 4413 Ontario St, Beamsville, ON L0R 1B3, Canada",-79.476277,574,43.172022,0,12
575,"Grimsby, ON, Canada",-79.5624195,575,43.1942126,1,1
576,"Lockport Way, Hamilton, ON L8E, Canada",-79.6328871,576,43.2191119,1,1
577,"Oak Ridges Medical Centre, 13291 Yonge St, Richmond Hill, ON L4E 4L6, Canada",-79.4555338,577,43.9517893,0,2
578,"Orchardview Village Square, 155 Main St E, Grimsby, ON L3M 0A3, Canada",-79.5439232,578,43.188604,1,9
579,"Unit #608, 1187 Fischer-Hallman Rd, Kitchener, ON N2E 4H9, Canada",-80.5019476,579,43.4063451,0,3
580,"Unit A106, 490 York Rd, Guelph, ON N1E 6V1, Canada",-80.2255722,580,43.5517897,0,4
581,"Westmount Place, 50 Westmount Rd N, Waterloo, ON N2L 6N9, Canada",-80.5370735,581,43.4616605,0,2
